,sub,onset,offset,cat,tier,group,Group,latency,latency group
3468,22,485.426,486.116,xxx,Caregiver voc,,1.0,0.5659999999999741,within person
3469,1002,485.55,486.724,xxx,Infant voc,,3.0,0.6370000000000005,cg-infant
3470,1,486.087,486.746,xxx,Infant voc,,1.0,0.6569999999999823,within person
3471,23,486.089,488.19,non ci stai neanche. (RO),Caregiver voc,,1.0,1.8389999999999986,infant-cg
3472,22,486.351,487.886,adesso beviamo (W),Caregiver voc,,1.0,1.4850000000000136,within person
3473,64,486.401,497.831," se non lo fai ti faccio scendere (DA RM) dai, non lo facciamo più, dai   (W C NC)",Caregiver voc,,2.0,11.131000000000029,within person
3474,1005,486.7,489.396,Ah è finito (C RE) Vogliamo fare un poco “un cu cu te te” (W),Caregiver voc,,3.0,2.472000000000037,within person
3475,1001,486.924,490.012,"Bravo!	(AE) e mo devi leggere, vuoi leggere? (DA QA)",Caregiver voc,,3.0,3.0459999999999923,within person
3476,65,486.966,488.044,vieni a vederli (DA),Caregiver voc,,2.0,0.9350000000000023,within person
3477,10,487.109,488.489,oh oh oh oh oh oh oh. (C),Caregiver voc,,1.0,1.308999999999969,within person
3478,1004,487.18,487.996,dove sei? (QO),Caregiver voc,,3.0,0.6819999999999595,within person
3479,1002,487.314,488.039,xxx,Caregiver voc,,3.0,0.0020000000000095497,within person
3480,1,488.037,488.726,mama,Infant voc,,1.0,0.6050000000000182,cg-infant
3481,1004,488.121,490.0,Oh (ride) (giocano col filo) (C AL),Caregiver voc,,3.0,1.603999999999985,infant-cg
3482,60,488.396,489.717,dove sta il cucchiaio? (QE),Caregiver voc,,2.0,0.6289999999999623,within person
3483,10,489.088,490.238,xxx,Caregiver voc,,1.0,0.9490000000000123,within person
3484,23,489.289,491.998,è piccola questa na(n)na.	 (RE) è delle bambole.	(RE),Caregiver voc,,1.0,2.6820000000000164,within person
3485,1002,489.316,491.325,"È grande, qua vedi (RE DA)",Caregiver voc,,3.0,1.9449999999999932,within person
3486,21,489.38,490.73,xxx,Caregiver voc,,1.0,1.1730000000000018,within person
3487,1006,489.557,489.938,Così (C),Caregiver voc,,3.0,0.31899999999996,within person
3488,1,489.619,490.201,xxx,Infant voc,,1.0,0.5810000000000173,cg-infant
3489,57,489.62,496.564,"questo è per te, questo è per te, facciamo, uno due (RE - W RE )",Caregiver voc,,2.0,6.9430000000000405,infant-cg
3490,52,489.621,492.857,non vuoi? Joele (QO NC),Caregiver voc,,2.0,3.154000000000053,within person
3491,1005,489.703,493.006,(prende la copertina in mano e la mette davanti agli occhi) Facciamo un poco “cu cu te te” (W),Caregiver voc,,3.0,3.165999999999997,within person
3492,57,489.84,493.7,xxx,Infant voc,,2.0,3.6639999999999873,cg-infant
3493,65,490.036,490.796,Tommy (NC),Caregiver voc,,2.0,0.7259999999999991,infant-cg
3494,1004,490.07,490.529,xxx,Infant voc,,3.0,0.2259999999999991,cg-infant
3495,21,490.303,490.771,xxx,Infant voc,,1.0,0.4550000000000409,within person
3496,1004,490.316,494.587,Oh oh	(C),Caregiver voc,,3.0,4.149999999999977,infant-cg
3497,22,490.437,491.241,xxx,Caregiver voc,,1.0,0.4019999999999868,within person
3498,60,490.839,492.35,eccolooo (RE) ,Caregiver voc,,2.0,1.4470000000000027,within person
3499,1006,490.903,491.688,E vieni a giocare (DA),Caregiver voc,,3.0,0.6499999999999773,within person
3500,21,491.038,491.447,xxx,Infant voc,,1.0,0.20299999999997453,cg-infant
3501,10,491.244,492.808,e dopo cos’altro mi dai? (QA),Caregiver voc,,1.0,1.4739999999999895,infant-cg
3502,1,491.334,491.904,aia,Infant voc,,1.0,0.07299999999997908,cg-infant
3503,21,491.831,494.004,xxx,Caregiver voc,,1.0,2.119000000000028,infant-cg
3504,65,491.885,494.051,vieni a vederli vieni col treno (DA C),Caregiver voc,,2.0,1.3549999999999613,within person
3505,60,492.696,493.14,tieni (DA),Caregiver voc,,2.0,0.33600000000001273,within person
3506,1,492.804,493.267,tite,Infant voc,,1.0,0.4270000000000209,cg-infant
3507,1004,492.84,493.518,xxx,Infant voc,,3.0,0.4379999999999882,within person
3508,10,493.08,493.798,xxx,Infant voc,,1.0,0.4959999999999809,within person
3509,1001,493.302,494.012,xxx,Infant voc,,3.0,0.646000000000015,within person
3510,23,493.366,495.047,dai metti le bambole (DA),Caregiver voc,,1.0,1.5910000000000082,infant-cg
3511,60,493.456,495.638,"dai un po’ di pastasciutta all’elefante, dove sta? (DA QE) ",Caregiver voc,,2.0,2.117999999999995,within person
3512,61,493.52,495.847,xxx,Infant voc,,2.0,2.2930000000000064,cg-infant
3513,1,493.554,494.407,aia,Infant voc,,1.0,0.5240000000000009,within person
3514,10,493.883,494.513,questi? (QE),Caregiver voc,,1.0,0.5529999999999973,infant-cg
3515,1004,493.96,494.261,xxx,Infant voc,,3.0,-0.2249999999999659,cg-infant
3516,61,494.486,498.577,xxx aiuto mannaggia (C),Caregiver voc,,2.0,4.088000000000022,infant-cg
3517,1005,494.489,495.301,Cu cu (AR),Caregiver voc,,3.0,0.8009999999999877,within person
3518,1002,494.5,495.907,Qua così vedi (DA),Caregiver voc,,3.0,1.3290000000000077,within person
3519,1,494.578,495.086,tite,Infant voc,,1.0,0.4370000000000118,cg-infant
3520,23,494.649,495.247,xxx,Infant voc,,1.0,0.28700000000003456,within person
3521,10,494.96,495.802,tutti miei? (QE),Caregiver voc,,1.0,0.7080000000000268,infant-cg
3522,1,495.094,495.619,mama,Infant voc,,1.0,0.2440000000000282,cg-infant
3523,21,495.375,497.009,xxx,Caregiver voc,,1.0,1.5970000000000368,infant-cg
3524,23,495.412,497.153,la tua più grande di nanna (RE),Caregiver voc,,1.0,1.5480000000000018,within person
3525,1004,495.605,504.01,Oh oh tiro tiro vieni qua (ride) (C RM DA AL) nonna (SB),Caregiver voc,,3.0,8.367999999999995,within person
3526,60,495.642,497.488,dai che la mamma te lo cerca (RM) ,Caregiver voc,,2.0,1.8410000000000082,within person
3527,1007,495.647,497.122,tira tira il filo (DA),Caregiver voc,,3.0,1.4420000000000073,within person
3528,1001,495.68,498.205,"Ci sta l’aereo a mamma, vediamo vediamo	 (RE C W)",Caregiver voc,,3.0,2.2280000000000086,within person
3529,1,495.977,496.423,tite,Infant voc,,1.0,0.339999999999975,cg-infant
3530,1005,496.083,497.405,dov’è Giangi? (QO NC),Caregiver voc,,3.0,1.1889999999999645,infant-cg
3531,10,496.216,496.815,mm,Infant voc,,1.0,0.49099999999998545,cg-infant
3532,10,496.324,499.532,grazie grazie (AE) ,Caregiver voc,,1.0,3.194999999999993,infant-cg
3533,1006,496.337,498.198,Vieni a giocare qua (DA),Caregiver voc,,3.0,1.4879999999999995,within person
3534,1002,496.71,497.291,xxx,Infant voc,,3.0,0.5409999999999968,cg-infant
3535,1,496.75,497.13,mama,Infant voc,,1.0,0.05899999999996908,within person
3536,23,497.071,497.563,no (CW),Infant voc,,1.0,0.37000000000000455,within person
3537,22,497.193,498.296,oh com’è quel thè? (C QE),Caregiver voc,,1.0,1.0629999999999882,infant-cg
3538,1007,497.233,498.101,bravo (AE),Caregiver voc,,3.0,0.6739999999999782,within person
3539,1,497.427,497.846,tite,Infant voc,,1.0,0.2629999999999768,cg-infant
3540,1001,497.583,498.265,mm,Infant voc,,3.0,0.48599999999999,within person
3541,60,497.779,498.943,ecco l’elefantino (RE) ,Caregiver voc,,2.0,0.9139999999999873,infant-cg
3542,64,498.029,499.479,xxx ,Infant voc,,2.0,1.4319999999999595,cg-infant
3543,1005,498.047,500.837,ti ti (ride) (AN AL),Caregiver voc,,3.0,2.752999999999986,infant-cg
3544,21,498.084,500.122,xxx,Caregiver voc,,1.0,1.9730000000000132,within person
3545,1,498.149,498.683,mama,Infant voc,,1.0,0.4830000000000041,cg-infant
3546,61,498.2,499.911,xxx,Infant voc,,2.0,1.1800000000000068,within person
3547,23,498.731,500.009,non ci stai neanche. (RO),Caregiver voc,,1.0,1.2309999999999945,infant-cg
3548,22,498.778,499.13,xxx,Infant voc,,1.0,0.3310000000000173,cg-infant
3549,1007,498.799,499.597,tira il filo (DA),Caregiver voc,,3.0,0.6999999999999886,infant-cg
3550,1,498.897,500.671,e questo trenino qua come farà? (QE),Caregiver voc,,1.0,1.59699999999998,within person
3551,60,499.074,500.323,xxx ,Infant voc,,2.0,1.20799999999997,cg-infant
3552,61,499.115,501.728,xxx,Caregiver voc,,2.0,2.4329999999999927,infant-cg
3553,1001,499.295,500.26,Fammi veder (DA),Caregiver voc,,3.0,0.9529999999999745,within person
3554,1006,499.307,499.793,Oh (C),Caregiver voc,,3.0,0.35899999999998045,within person
3555,22,499.434,500.542,xxx,Caregiver voc,,1.0,1.0649999999999977,within person
3556,64,499.477,503.599,"non cammina si è fermato, fai sentire come fa il cavallo (RE DA) ",Caregiver voc,,2.0,3.5930000000000177,within person
3557,10,500.006,500.421,no (CW),Infant voc,,1.0,0.14999999999997726,cg-infant
3558,57,500.271,501.42,xxx,Caregiver voc,,2.0,1.009999999999991,infant-cg
3559,1002,500.41,501.259,Ecco (C),Caregiver voc,,3.0,0.8149999999999977,within person
3560,1005,500.444,501.344,xxx no (CW),Infant voc,,3.0,0.8870000000000005,cg-infant
3561,22,500.457,501.332,anco(r)a,Infant voc,,1.0,0.8729999999999905,within person
3562,60,500.459,505.295,"ohi, guarda dagli da mangiare la pastasciutta col cucchiaio (C DA DA) ",Caregiver voc,,2.0,4.633000000000038,infant-cg
3563,18,500.662,501.395,xxx,Caregiver voc,,1.0,0.7229999999999563,within person
3564,21,500.672,501.193,xxx,Infant voc,,1.0,0.5020000000000095,cg-infant
3565,10,500.691,501.172,xxx,Infant voc,,1.0,0.4700000000000273,within person
3566,1007,500.702,503.394,fai così con la manina guarda la mamma come è da fare (DA),Caregiver voc,,3.0,2.6899999999999977,infant-cg
3567,1,500.704,502.302, come funzionerà questo trenino? ( - ),Caregiver voc,,1.0,1.5480000000000018,within person
3568,10,500.754,501.191,no? (C),Caregiver voc,,1.0,0.42799999999999727,within person
3569,65,500.763,501.468,guarda (DA),Caregiver voc,,2.0,0.2880000000000109,within person
3570,1004,501.18,501.66,xxx,Infant voc,,3.0,0.4230000000000018,cg-infant
3571,1005,501.237,505.1,"No non ti piace! (C RO) No basta, va bene, non giochiamo così (C O C W)",Caregiver voc,,3.0,3.646000000000015,infant-cg
3572,22,501.454,502.831,ancora thè? Glu glu glu (QE OP),Caregiver voc,,1.0,1.3670000000000186,within person
3573,52,501.464,502.221,Joele,Caregiver voc,,2.0,0.6569999999999823,within person
3574,1,501.564,502.208,tu tu,Infant voc,,1.0,0.6380000000000337,cg-infant
3575,1002,501.57,503.413,no (CW),Infant voc,,3.0,1.2830000000000155,within person
3576,1005,502.13,502.622,xxx,Infant voc,,3.0,0.4230000000000018,within person
3577,1001,502.199,503.911,Non c’è l’aereo (RE),Caregiver voc,,3.0,1.274000000000001,infant-cg
3578,22,502.637,502.95,xxx,Infant voc,,1.0,0.2489999999999668,cg-infant
3579,1,502.701,503.589,tu tu,Caregiver voc,,1.0,0.8729999999999905,infant-cg
3580,65,502.716,503.799,guarda i porcellini  (DA),Caregiver voc,,2.0,1.0159999999999627,within person
3581,21,502.783,504.711,xxx,Caregiver voc,,1.0,1.907000000000039,within person
3582,61,502.804,503.346,xxx,Caregiver voc,,2.0,0.5369999999999777,within person
3583,1004,502.809,503.463,xxx,Infant voc,,3.0,0.5939999999999941,cg-infant
3584,1006,502.869,504.003,Lasciamo stare (W),Caregiver voc,,3.0,0.9529999999999745,infant-cg
3585,57,503.05,505.309,xxx,Infant voc,,2.0,2.258000000000038,cg-infant
3586,1002,503.051,504.314,Telefona dai	(DA C),Caregiver voc,,3.0,1.2160000000000082,infant-cg
3587,18,503.098,504.698,: che bravo. (AE) bravo amore (- NE),Caregiver voc,,1.0,1.0809999999999604,within person
3588,1,503.617,504.227,e poi? (QE),Caregiver voc,,1.0,0.41299999999995407,within person
3589,65,503.814,504.667,xxx,Infant voc,,2.0,0.7589999999999577,cg-infant
3590,1007,503.908,504.391,guarda (C),Caregiver voc,,3.0,0.3930000000000291,infant-cg
3591,64,503.998,504.979,xxx ,Caregiver voc,,2.0,0.8909999999999627,within person
3592,10,504.088,504.517,xxx,Infant voc,,1.0,0.3229999999999791,cg-infant
3593,10,504.194,505.604,è della mamma quello. (RM),Caregiver voc,,1.0,1.3220000000000027,infant-cg
3594,22,504.282,505.047,xxx,Infant voc,,1.0,0.6820000000000164,cg-infant
3595,1006,504.365,505.471,Bimba (RE),Caregiver voc,,3.0,1.0620000000000118,infant-cg
3596,1004,504.409,505.423,Tira tira (DA),Caregiver voc,,3.0,0.73599999999999,within person
3597,65,504.687,507.44, che mangiano il latte? (QE),Caregiver voc,,2.0,2.6340000000000146,within person
3598,1005,504.806,506.203,xxx,Infant voc,,3.0,1.218999999999994,cg-infant
3599,64,504.984,507.442,come fa (verso) come fa? (QE OP) ,Caregiver voc,,2.0,2.244000000000028,infant-cg
3600,1,505.198,507.07,[CHI fa il rumore del treno] (CWOP),Infant voc,,1.0,1.670000000000016,cg-infant
3601,1,505.4,506.209,dove va? (QE),Caregiver voc,,1.0,0.7210000000000036,infant-cg
3602,1007,505.488,505.941,sì (C),Caregiver voc,,3.0,0.44399999999996,within person
3603,61,505.497,508.628, xxx,Caregiver voc,,2.0,3.1119999999999663,within person
3604,21,505.516,507.12,xxx,Caregiver voc,,1.0,1.5609999999999786,within person
3605,22,505.559,507.781,xxx,Caregiver voc,,1.0,2.033999999999992,within person
3606,60,505.747,507.373,dai fammi vedere come gli dai da mangiare (AE DA RA) ,Caregiver voc,,2.0,1.5949999999999704,within person
3607,23,505.778,507.211,si dorme bene là?	(QA),Caregiver voc,,1.0,1.4300000000000068,within person
3608,1004,505.781,506.503,tira,Caregiver voc,,3.0,0.6959999999999695,within person
3609,1006,505.807,509.314,la bimba (RE) Guarda la bimba (DA) Vieni a dare da mangiare alla bimba (DA),Caregiver voc,,3.0,3.4750000000000227,within person
3610,1001,505.839,506.593,Pipi (OP),Caregiver voc,,3.0,0.3990000000000009,within person
3611,1005,506.194,507.616,Come vogliamo giocare? (W),Caregiver voc,,3.0,0.9769999999999754,within person
3612,10,506.639,509.411,è sì gliel’hai regalato alla mamma hai detto tuo tuo. (C RA RA),Caregiver voc,,1.0,2.754000000000019,within person
3613,1,506.657,507.348,ma dove va? ( - ),Caregiver voc,,1.0,0.5389999999999873,within person
3614,1004,506.809,507.605,tira mamma (DA C),Caregiver voc,,3.0,0.7379999999999995,within person
3615,18,506.867,508.206,bravo (AE),Caregiver voc,,1.0,1.2900000000000205,within person
3616,1004,506.916,508.216,xxx,Infant voc,,3.0,1.066000000000031,cg-infant
3617,57,507.15,508.711,guarda come faccio io (DA RM),Caregiver voc,,2.0,1.3600000000000136,infant-cg
3618,22,507.351,508.171,xxx,Infant voc,,1.0,0.4399999999999977,cg-infant
3619,1007,507.731,508.431,cammina (DA),Caregiver voc,,3.0,0.6639999999999873,infant-cg
3620,1002,507.767,509.172,Quando sei cattivo!	(RO),Caregiver voc,,3.0,1.3280000000000314,within person
3621,60,507.844,510.395,bravissimo (AE) ,Caregiver voc,,2.0,2.4769999999999754,within person
3622,21,507.918,509.21,xxx,Caregiver voc,,1.0,1.1549999999999727,within person
3623,23,508.055,508.591,eh? (C),Caregiver voc,,1.0,0.51400000000001,within person
3624,1,508.077,508.704,xxx,Infant voc,,1.0,0.6120000000000232,cg-infant
3625,1004,508.092,510.29,oh tira tira (C DA),Caregiver voc,,3.0,2.0360000000000014,infant-cg
3626,22,508.254,509.817,xxx,Caregiver voc,,1.0,1.1170000000000186,within person
3627,65,508.7,509.887,xxx,Infant voc,,2.0,1.1820000000000164,cg-infant
3628,1,508.705,509.409,gnana,Infant voc,,1.0,0.5980000000000132,within person
3629,1001,508.811,510.008,(clacson) macchinina (RE),Caregiver voc,,3.0,1.1680000000000064,infant-cg
3630,23,508.84,509.377,xxx,Infant voc,,1.0,0.28199999999998226,cg-infant
3631,64,509.095,510.366,allora scendiamo	(W) ,Caregiver voc,,2.0,0.978999999999985,infant-cg
3632,23,509.387,509.889,sì? (C),Caregiver voc,,1.0,0.32900000000000773,within person
3633,1007,509.56,510.27,cammina,Caregiver voc,,3.0,0.5670000000000073,within person
3634,61,509.703,515.246," hai versato tutta l’acqua, dai asciuga asciuga (RA DA)",Caregiver voc,,2.0,5.484999999999957,within person
3635,1,509.761,510.55,dalla nonna? (QE),Caregiver voc,,1.0,0.7810000000000059,within person
3636,1005,509.769,517.403,"Mm ma quanto caffè!	(C RE) Ma tu mi fai diventare, poi dopo il bimbo diventa nervoso 	(RM RE) Così lo bevi?	(QA) xxx",Caregiver voc,,3.0,7.5750000000000455,within person
3637,1005,509.828,510.723,xxx,Infant voc,,3.0,0.8360000000000127,cg-infant
3638,21,509.887,511.319,xxx,Caregiver voc,,1.0,1.3910000000000196,infant-cg
3639,1006,509.928,510.238,xxx,Infant voc,,3.0,0.002999999999985903,cg-infant
3640,22,510.235,511.844,mescoliamo bene (W),Caregiver voc,,1.0,1.4939999999999714,infant-cg
3641,57,510.35,511.527,oh pam (OP),Caregiver voc,,2.0,1.0699999999999932,within person
3642,23,510.457,511.609,e come stai?	(QO),Caregiver voc,,1.0,1.0979999999999563,within person
3643,1006,510.511,511.851,No bimba	(C RE),Caregiver voc,,3.0,1.2980000000000018,within person
3644,60,510.553,512.822,"prendine ancora, prendine ancora dal piatto (DA C) ",Caregiver voc,,2.0,2.016999999999996,within person
3645,1,510.805,511.407,sì (CW),Infant voc,,1.0,0.5799999999999841,cg-infant
3646,64,510.827,517.192,": no eh, un giro (verso) (C OP) ",Caregiver voc,,2.0,6.263000000000034,infant-cg
3647,1007,510.929,511.223,sì (C),Caregiver voc,,3.0,0.14400000000000546,within person
3648,18,511.079,512.804,e guarda adesso cosa ci mettiamo lì (DA W),Caregiver voc,,1.0,1.3519999999999754,within person
3649,1004,511.452,517.389,Oh corri corri (ride) (C DA AL),Caregiver voc,,3.0,5.850999999999999,within person
3650,1,511.538,514.292,ah è il treno che passa a casa della nonna questo?	 (C QE),Caregiver voc,,1.0,2.657000000000039,within person
3651,23,511.635,512.315,bene (CW),Infant voc,,1.0,0.6200000000000614,cg-infant
3652,21,511.695,513.346,xxx,Caregiver voc,,1.0,1.40300000000002,infant-cg
3653,1007,511.943,513.492,così guarda Chicco così (C DA NC) guarda (DA),Caregiver voc,,3.0,1.4729999999999563,within person
3654,1006,512.019,513.096,bimba ha fame (RE),Caregiver voc,,3.0,0.7450000000000045,within person
3655,23,512.351,513.201,brava (AE),Caregiver voc,,1.0,0.5059999999999718,within person
3656,65,512.695,514.607,"e questo chi è? guarda, Tommy		(QE DA NC)",Caregiver voc,,2.0,1.7309999999999945,within person
3657,18,512.876,514.003,: ci sta questa xxx (QE),Caregiver voc,,1.0,1.0370000000000346,within person
3658,1002,512.966,515.211,xxx mamma (CW),Infant voc,,3.0,1.5090000000000146,cg-infant
3659,1006,513.702,514.135,Vieni (DA),Caregiver voc,,3.0,0.4199999999999591,infant-cg
3660,60,513.715,515.632,prendine ancora e danne all’elefante (DA) ,Caregiver voc,,2.0,1.8009999999999309,within person
3661,10,513.831,514.395,haha,Infant voc,,1.0,0.19499999999993634,cg-infant
3662,21,514.2,516.142,xxx,Caregiver voc,,1.0,1.8220000000000027,infant-cg
3663,18,514.32,515.76,questa ci sta dentro qua. ( - ),Caregiver voc,,1.0,1.3899999999999864,within person
3664,57,514.37,515.68,xxx,Infant voc,,2.0,1.280999999999949,cg-infant
3665,10,514.399,514.998,è mio (CW),Infant voc,,1.0,0.47500000000002274,within person
3666,1007,514.523,515.98,oh (C),Caregiver voc,,3.0,1.4279999999999973,infant-cg
3667,1,514.552,514.995,sì (CW),Infant voc,,1.0,-0.10500000000001819,cg-infant
3668,10,515.1,516.602,è tuo cosa è tuo?,Caregiver voc,,1.0,1.4370000000000118,infant-cg
3669,65,515.165,517.403,"guarda, questo chi è? (DA QE)",Caregiver voc,,2.0,1.8070000000000164,within person
3670,1006,515.596,516.351,xxx,Infant voc,,3.0,0.7179999999999609,cg-infant
3671,60,515.633,517.543,dai che l’elefante c’ha fame (DA RE) ,Caregiver voc,,2.0,1.719000000000051,infant-cg
3672,61,515.824,518.522, asciuga tutto dai pulisci pulisci (C DA),Caregiver voc,,2.0,2.272000000000048,within person
3673,57,516.25,519.14,xxx,Infant voc,,2.0,2.620999999999981,cg-infant
3674,1007,516.519,518.9,non va così	(RE),Caregiver voc,,3.0,2.2999999999999545,infant-cg
3675,10,516.6,517.208,eto,Infant voc,,1.0,0.5249999999999773,cg-infant
3676,21,516.683,518.2,xxx,Infant voc,,1.0,1.5170000000000528,within person
3677,21,516.683,518.2,xxx,Caregiver voc,,1.0,1.4700000000000273,infant-cg
3678,1005,516.73,517.166,xxx,Infant voc,,3.0,0.4010000000000673,cg-infant
3679,1004,516.765,517.836,xxx,Infant voc,,3.0,0.8659999999999854,within person
3680,1,516.97,517.966,xxx,Infant voc,,1.0,0.9950000000000045,within person
3681,1006,516.971,517.246,xxx,Infant voc,,3.0,0.27300000000002456,within person
3682,1002,516.973,519.209,xxx,Infant voc,,3.0,1.8699999999998909,within person
3683,1006,517.339,518.087,E vieni qua (DA),Caregiver voc,,3.0,0.4399999999999409,infant-cg
3684,1004,517.647,522.396,ah sei caduto! Bravo	(C RO AE) Fammi vedere alzati	(DA DA),Caregiver voc,,3.0,4.695999999999913,within person
3685,1005,517.7,518.325,xxx,Infant voc,,3.0,0.47700000000008913,cg-infant
3686,10,517.848,518.607,eto? (AM),Caregiver voc,,1.0,0.6989999999999554,infant-cg
3687,65,517.908,518.61,xxx,Infant voc,,2.0,0.5009999999999764,cg-infant
3688,1001,518.109,519.001,xxx,Caregiver voc,,3.0,0.86099999999999,infant-cg
3689,1,518.14,520.49,vieni Olga che ci montiamo su la bambolina (DA W),Caregiver voc,,1.0,2.2930000000000064,within person
3690,23,518.197,519.947,basta nanna adesso (DA),Caregiver voc,,1.0,1.705000000000041,within person
3691,52,518.242,522.385,"Joele, vieni, sei pronto? (NC DA QO)",Caregiver voc,,2.0,3.9329999999999927,within person
3692,1005,518.452,519.318,Ciao (AG),Caregiver voc,,3.0,0.8410000000000082,within person
3693,64,518.477,519.479,xxx ,Infant voc,,2.0,0.9660000000000082,cg-infant
3694,21,518.513,520.059,xxx,Caregiver voc,,1.0,1.3740000000000236,infant-cg
3695,60,518.685,520.865,"gliene dai da mangiare all’elefante, Lorenzo? (QA NC) ",Caregiver voc,,2.0,2.0230000000000246,within person
3696,22,518.842,519.687,xxx,Infant voc,,1.0,0.7960000000000491,cg-infant
3697,61,518.891,519.451,pulisci ,Caregiver voc,,2.0,0.5539999999999736,infant-cg
3698,10,518.897,519.407,mm,Infant voc,,1.0,0.4290000000000873,cg-infant
3699,65,518.978,519.407,chi è?	(-),Caregiver voc,,2.0,0.4089999999999918,infant-cg
3700,64,518.998,521.795,ma non c’è la fa la mamma a tenerti sempre così (RM) ,Caregiver voc,,2.0,2.6749999999999545,within person
3701,1006,519.12,519.798,xxx,Infant voc,,3.0,0.3730000000000473,cg-infant
3702,65,519.425,520.349,(por)cellino,Infant voc,,2.0,0.6570000000000391,within person
3703,61,519.692,521.719,aiuto (CW),Infant voc,,2.0,2.0130000000000337,within person
3704,1005,519.706,520.289,xxx,Infant voc,,3.0,0.42200000000002547,within person
3705,22,519.867,521.002,adesso basta	 (AD),Caregiver voc,,1.0,1.0079999999999245,infant-cg
3706,1007,519.994,521.087,tieni insieme Chicco (DA NC),Caregiver voc,,3.0,1.032000000000039,within person
3707,1005,520.055,520.794,Ciao (AG),Caregiver voc,,3.0,0.5839999999999463,within person
3708,57,520.21,523.26,xxx,Infant voc,,2.0,2.9049999999999727,cg-infant
3709,65,520.355,521.798,no è il gallo	(C RE),Caregiver voc,,2.0,0.8930000000000291,infant-cg
3710,1,520.905,522.565,dammi la bambolina che la facciamo stare su (DA W),Caregiver voc,,1.0,1.5480000000000018,within person
3711,1001,521.017,524.405,"Chi è mamma? (QE C) Che cos’è questa? Che cos’è questa?	(QE) Ettore guarda, guarda, guarda (NC DA)",Caregiver voc,,3.0,3.183999999999969,within person
3712,22,521.221,522.016,anco(r)la,Infant voc,,1.0,0.7279999999999518,cg-infant
3713,21,521.288,522.42,xxx,Caregiver voc,,1.0,1.0559999999999263,infant-cg
3714,1005,521.364,524.8,Uhh (OP),Caregiver voc,,3.0,3.391999999999939,within person
3715,61,521.408,522.783,xxx,Caregiver voc,,2.0,1.3410000000000082,within person
3716,1006,521.442,521.794,xxx,Infant voc,,3.0,-0.005999999999971806,cg-infant
3717,64,521.8,526.684,"dai scendi, non vuoi giocare con questi? (DA QA) ",Caregiver voc,,2.0,4.819999999999936,infant-cg
3718,60,521.864,525.113,"con il cucchiaio, mi fai vedere come fai?	 (RE DA) ",Caregiver voc,,2.0,3.0670000000000073,within person
3719,65,522.046,522.721,gallo (CWR),Infant voc,,2.0,0.59699999999998,cg-infant
3720,10,522.124,522.45,no (CW),Infant voc,,1.0,0.30500000000006366,within person
3721,1007,522.145,522.614,xxx,Infant voc,,3.0,0.35400000000004184,within person
3722,22,522.26,522.994,xxx,Caregiver voc,,1.0,0.5009999999999764,infant-cg
3723,21,522.493,524.14,xxx,Infant voc,,1.0,1.5749999999999318,cg-infant
3724,1,522.565,522.8,dai (C),Caregiver voc,,1.0,0.2179999999999609,infant-cg
3725,1006,522.582,524.476,Mettiamo questo qua dentro (W),Caregiver voc,,3.0,1.7730000000000246,within person
3726,23,522.703,523.802,xxx,Infant voc,,1.0,1.0489999999999782,cg-infant
3727,65,522.753,523.953,cosa fa il gallo? (QE),Caregiver voc,,2.0,1.0389999999999873,infant-cg
3728,1007,522.914,523.848,guarda (DA),Caregiver voc,,3.0,0.7930000000000064,within person
3729,22,523.055,523.9,anco(r)la,Infant voc,,1.0,0.7569999999999482,cg-infant
3730,1004,523.143,527.4,Pronti mh mh (ride) (AR C AL),Caregiver voc,,3.0,4.194999999999936,infant-cg
3731,1,523.205,523.725,no,Infant voc,,1.0,0.33299999999997,cg-infant
3732,52,523.392,528.785,"sei pronto? pronti, wroom	( - AR OP)",Caregiver voc,,2.0,5.115000000000009,infant-cg
3733,57,523.67,524.666,xxx,Infant voc,,2.0,0.9790000000000418,cg-infant
3734,65,523.687,524.703,galloooo (CW),Infant voc,,2.0,0.7590000000000146,within person
3735,22,523.944,525.811,ma quanto caffè vuoi bere? (QA),Caregiver voc,,1.0,1.7889999999999873,infant-cg
3736,1,524.022,525.072,la portiamo via (W),Caregiver voc,,1.0,0.69399999999996,within person
3737,18,524.378,524.793,xxx,Infant voc,,1.0,0.26400000000001,cg-infant
3738,1007,524.529,525.334,“bunfete” (AN),Caregiver voc,,3.0,0.6229999999999336,infant-cg
3739,10,524.711,529.906,e questo è mio e questo è mio oh oh oh.	(RE RE C) ,Caregiver voc,,1.0,5.192999999999984,within person
3740,65,524.713,525.713,come fa il gallo? (QE),Caregiver voc,,2.0,0.7880000000000109,within person
3741,23,524.925,526.148,il vento. (RE),Caregiver voc,,1.0,1.22199999999998,within person
3742,18,524.926,525.395,heehee (AL),Caregiver voc,,1.0,0.23900000000003274,within person
3743,61,525.156,528.479, ci stiamo allagando	(AL W),Caregiver voc,,2.0,3.227000000000089,within person
3744,1005,525.252,525.891,xxx,Caregiver voc,,3.0,0.6129999999999427,within person
3745,21,525.278,527.135,xxx,Caregiver voc,,1.0,1.8149999999999409,within person
3746,1,525.32,526.384,la portiamo a casa della nonna ( - ),Caregiver voc,,1.0,0.8000000000000682,within person
3747,22,525.584,526.659,xxx,Infant voc,,1.0,0.8640000000000327,cg-infant
3748,1007,525.795,526.507,xxx,Infant voc,,3.0,0.6169999999999618,within person
